#frame, x, y, w, h, class (1: car, 2: truck, 3: bus)
1,219.0004224,233.000091,44.0000512,21.999978,1
1,142.00002560000001,145.999827,99.9999488,40.999986,3
1,686.0002816,155.99973599999998,35.0000128,19.000008,1
1,666.0001792,490.00007700000003,46.9999616,48.000006000000006,1
1,365.000448,234.999927,40.0,28.000026,1
1,751.999744,130.999761,40.0,28.999998,2
1,59.00001279999999,249.999777,46.9999616,21.000006,1
1,550.0003328,329.999751,33.0000384,36.000018,1
1,40.000051199999994,228.00015,49.9999744,19.99998,1
1,433.0004992,269.000163,38.9999616,32.999994,1
1,586.999552,374.999814,40.0,42.000012,1
1,524.0004096,290.999871,35.0000128,36.000018,1
1,566.0001791999999,154.999737,30.0000256,21.000006,1
1,27.999999999999996,181.000116,41.0000384,19.000008,1
1,541.0001408,276.00021,33.9999744,34.00002,1
2,218.9997568,233.00011800000001,49.9999744,23.000004,1
2,139.0004224,145.999827,100.9999872,40.999986,3
2,366.9996032,236.000007,38.9999616,28.000026,1
2,666.0001792,490.00005000000004,46.9999616,46.99998,1
2,587.0002688,375.999894,41.0000384,42.000012,1
2,689.999872,155.99973599999998,32.0,19.000008,1
2,550.0003328,330.99980400000004,33.0000384,34.999992000000006,1
2,44.99998720000001,228.00015,49.0000384,19.99998,1
2,563.999744,155.99979,32.0,19.99998,1
2,432.9998848,269.000244,41.0000384,34.999992000000006,1
2,525.9995648,290.999925,33.9999744,36.99999,1
2,63.0000128,249.999777,46.0000256,21.000006,1
2,753.999616,130.000221,40.0,28.999998,2
2,22.999961600000002,182.000196,43.0000128,19.000008,1
2,541.9995648,276.000264,33.9999744,34.999992000000006,1
3,135.9999488,145.999827,97.9999744,40.999986,3
3,223.000064,234.00019799999998,48.0,23.000004,1
3,666.0004352,490.00005000000004,46.0000256,46.99998,1
3,689.000192,156.000249,40.0,17.999982000000003,1
3,64.0,249.999777,49.0000384,21.000006,1
3,369.0004992,236.000007,38.9999616,28.000026,1
3,588.0,376.999974,40.0,42.000012,1
3,755.9997952,130.999761,38.9999616,28.999998,2
3,435.9997952,269.999784,38.9999616,34.999992000000006,1
3,49.9999744,227.00007,48.0,19.99998,1
3,550.0003328,330.99980400000004,33.0000384,34.999992000000006,1
